regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Sul;SC;Major Gercino;42;421020;42007;GRANDE FLORIANOPOLIS;2021-07-04;27;3442;338;0;6;0;;;0
Sul;SC;Major Gercino;42;421020;42007;GRANDE FLORIANOPOLIS;2021-07-05;27;3442;338;0;6;0;;;0
Sul;SC;Major Gercino;42;421020;42007;GRANDE FLORIANOPOLIS;2021-07-06;27;3442;338;0;6;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-01;26;8103;495;7;4;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-02;26;8103;496;1;4;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-03;26;8103;499;3;4;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-04;27;8103;499;0;4;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-05;27;8103;499;0;4;0;;;0
Sul;SC;Major Vieira;42;421030;42012;PLANALTO NORTE;2021-07-06;27;8103;502;3;4;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-01;26;7293;1149;6;19;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-02;26;7293;1151;2;19;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-03;26;7293;1154;3;19;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-04;27;7293;1155;1;19;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-05;27;7293;1157;2;19;0;;;0
Sul;SC;Maracajá;42;421040;42014;EXTREMO SUL CATARINENSE;2021-07-06;27;7293;1157;0;19;0;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-01;26;25762;4446;2;64;0;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-02;26;25762;4464;18;64;0;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-03;26;25762;4481;17;64;0;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-04;27;25762;4506;25;64;0;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-05;27;25762;4520;14;65;1;;;0
Sul;SC;Maravilha;42;421050;42001;EXTREMO OESTE;2021-07-06;27;25762;4551;31;65;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-01;26;1797;242;0;13;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-02;26;1797;242;0;13;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-03;26;1797;242;0;13;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-04;27;1797;242;0;13;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-05;27;1797;242;0;13;0;;;0
Sul;SC;Marema;42;421055;42003;XANXERE;2021-07-06;27;1797;242;0;13;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-01;26;16916;2422;15;19;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-02;26;16916;2448;26;19;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-03;26;16916;2452;4;19;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-04;27;16916;2452;0;19;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-05;27;16916;2452;0;19;0;;;0
Sul;SC;Massaranduba;42;421060;42011;NORDESTE;2021-07-06;27;16916;2464;12;19;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-01;26;2520;166;0;2;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-02;26;2520;166;0;2;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-03;26;2520;166;0;2;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-04;27;2520;166;0;2;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-05;27;2520;166;0;2;0;;;0
Sul;SC;Matos Costa;42;421070;42009;ALTO VALE DO RIO DO PEIXE;2021-07-06;27;2520;173;7;2;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-01;26;7015;1176;4;21;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-02;26;7015;1182;6;21;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-03;26;7015;1188;6;21;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-04;27;7015;1190;2;21;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-05;27;7015;1190;0;21;0;;;0
Sul;SC;Meleiro;42;421080;42014;EXTREMO SUL CATARINENSE;2021-07-06;27;7015;1197;7;22;1;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-01;26;2309;303;0;4;0;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-02;26;2309;304;1;4;0;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-03;26;2309;304;0;4;0;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-04;27;2309;304;0;4;0;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-05;27;2309;304;0;4;0;;;0
Sul;SC;Mirim Doce;42;421085;42004;ALTO VALE DO ITAJAI;2021-07-06;27;2309;305;1;4;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-01;26;4209;404;2;11;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-02;26;4209;406;2;11;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-03;26;4209;407;1;11;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-04;27;4209;408;1;11;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-05;27;4209;408;0;11;0;;;0
Sul;SC;Modelo;42;421090;42001;EXTREMO OESTE;2021-07-06;27;4209;408;0;11;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-01;26;11742;1035;3;10;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-02;26;11742;1038;3;10;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-03;26;11742;1040;2;10;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-04;27;11742;1040;0;10;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-05;27;11742;1041;1;10;0;;;0
Sul;SC;Mondaí;42;421100;42001;EXTREMO OESTE;2021-07-06;27;11742;1042;1;10;0;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-01;26;9866;1254;6;39;0;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-02;26;9866;1258;4;39;0;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-03;26;9866;1258;0;40;1;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-04;27;9866;1259;1;40;0;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-05;27;9866;1261;2;40;0;;;0
Sul;SC;Monte Carlo;42;421105;42008;MEIO OESTE;2021-07-06;27;9866;1263;2;40;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-01;26;8275;892;0;22;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-02;26;8275;894;2;22;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-03;26;8275;894;0;22;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-04;27;8275;894;0;22;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-05;27;8275;894;0;22;0;;;0
Sul;SC;Monte Castelo;42;421110;42012;PLANALTO NORTE;2021-07-06;27;8275;901;7;22;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-01;26;17796;3401;13;39;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-02;26;17796;3405;4;39;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-03;26;17796;3425;20;39;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-04;27;17796;3433;8;39;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-05;27;17796;3439;6;39;0;;;0
Sul;SC;Morro da Fumaça;42;421120;42015;CARBONIFERA;2021-07-06;27;17796;3451;12;40;1;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-01;26;2893;532;1;5;0;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-02;26;2893;536;4;5;0;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-03;26;2893;538;2;5;0;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-04;27;2893;538;0;5;0;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-05;27;2893;538;0;5;0;;;0
Sul;SC;Morro Grande;42;421125;42014;EXTREMO SUL CATARINENSE;2021-07-06;27;2893;540;2;5;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-01;26;81475;9273;37;180;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-02;26;81475;9311;38;180;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-03;26;81475;9352;41;180;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-04;27;81475;9359;7;180;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-05;27;81475;9365;6;180;0;;;0
Sul;SC;Navegantes;42;421130;42005;FOZ DO RIO ITAJAI;2021-07-06;27;81475;9406;41;182;2;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-01;26;5019;666;0;9;0;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-02;26;5019;666;0;9;0;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-03;26;5019;666;0;9;0;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-04;27;5019;666;0;9;0;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-05;27;5019;666;0;9;0;;;0
Sul;SC;Nova Erechim;42;421140;42002;OESTE;2021-07-06;27;5019;667;1;9;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-01;26;4331;417;0;3;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-02;26;4331;417;0;3;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-03;26;4331;419;2;3;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-04;27;4331;419;0;3;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-05;27;4331;419;0;3;0;;;0
Sul;SC;Nova Itaberaba;42;421145;42002;OESTE;2021-07-06;27;4331;420;1;3;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-01;26;14549;1921;10;13;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-02;26;14549;1931;10;13;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-03;26;14549;1938;7;13;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-04;27;14549;1940;2;13;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-05;27;14549;1940;0;13;0;;;0
Sul;SC;Nova Trento;42;421150;42007;GRANDE FLORIANOPOLIS;2021-07-06;27;14549;1943;3;15;2;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-01;26;15166;2811;15;29;0;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-02;26;15166;2823;12;29;0;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-03;26;15166;2840;17;29;0;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-04;27;15166;2843;3;29;0;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-05;27;15166;2848;5;29;0;;;0
Sul;SC;Nova Veneza;42;421160;42015;CARBONIFERA;2021-07-06;27;15166;2850;2;29;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-01;26;2442;195;3;0;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-02;26;2442;195;0;0;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-03;26;2442;198;3;0;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-04;27;2442;198;0;0;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-05;27;2442;198;0;0;0;;;0
Sul;SC;Novo Horizonte;42;421165;42003;XANXERE;2021-07-06;27;2442;201;3;0;0;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-01;26;22912;5086;18;80;2;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-02;26;22912;5105;19;80;0;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-03;26;22912;5119;14;80;0;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-04;27;22912;5126;7;80;0;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-05;27;22912;5133;7;80;0;;;0
Sul;SC;Orleans;42;421170;42015;CARBONIFERA;2021-07-06;27;22912;5145;12;81;1;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-01;26;18744;3437;15;60;0;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-02;26;18744;3449;12;60;0;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-03;26;18744;3455;6;60;0;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-04;27;18744;3455;0;60;0;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-05;27;18744;3456;1;60;0;;;0
Sul;SC;Otacílio Costa;42;421175;42013;SERRA CATARINENSE;2021-07-06;27;18744;3486;30;60;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-01;26;7295;1581;0;19;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-02;26;7295;1587;6;19;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-03;26;7295;1588;1;19;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-04;27;7295;1591;3;19;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-05;27;7295;1591;0;19;0;;;0
Sul;SC;Ouro;42;421180;42008;MEIO OESTE;2021-07-06;27;7295;1596;5;19;0;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-01;26;2217;329;1;11;0;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-02;26;2217;332;3;11;0;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-03;26;2217;332;0;11;0;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-04;27;2217;332;0;12;1;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-05;27;2217;333;1;12;0;;;0
Sul;SC;Ouro Verde;42;421185;42003;XANXERE;2021-07-06;27;2217;336;3;12;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-01;26;1505;205;0;4;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-02;26;1505;205;0;4;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-03;26;1505;205;0;4;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-04;27;1505;205;0;4;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-05;27;1505;205;0;4;0;;;0
Sul;SC;Paial;42;421187;42002;OESTE;2021-07-06;27;1505;205;0;4;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-01;26;2359;168;0;5;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-02;26;2359;168;0;5;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-03;26;2359;169;1;5;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-04;27;2359;169;0;5;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-05;27;2359;169;0;5;0;;;0
Sul;SC;Painel;42;421189;42013;SERRA CATARINENSE;2021-07-06;27;2359;169;0;5;0;;;0
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-01;26;171797;27666;21;331;0;;;1
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-02;26;171797;27691;25;331;0;;;1
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-03;26;171797;27710;19;332;1;;;1
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-04;27;171797;27727;17;332;0;;;1
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-05;27;171797;27734;7;332;0;;;1
Sul;SC;Palhoça;42;421190;42007;GRANDE FLORIANOPOLIS;2021-07-06;27;171797;27762;28;332;0;;;1
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-01;26;7423;947;11;16;0;;;0
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-02;26;7423;949;2;16;0;;;0
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-03;26;7423;952;3;16;0;;;0
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-04;27;7423;952;0;16;0;;;0
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-05;27;7423;953;1;16;0;;;0
Sul;SC;Palma Sola;42;421200;42001;EXTREMO OESTE;2021-07-06;27;7423;955;2;16;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-01;26;2627;322;0;4;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-02;26;2627;322;0;4;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-03;26;2627;322;0;4;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-04;27;2627;322;0;4;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-05;27;2627;322;0;4;0;;;0
Sul;SC;Palmeira;42;421205;42013;SERRA CATARINENSE;2021-07-06;27;2627;322;0;5;1;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-01;26;16169;1708;11;39;0;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-02;26;16169;1715;7;39;0;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-03;26;16169;1719;4;39;0;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-04;27;16169;1719;0;39;0;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-05;27;16169;1725;6;39;0;;;0
Sul;SC;Palmitos;42;421210;42002;OESTE;2021-07-06;27;16169;1762;37;39;0;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-01;26;19320;1480;27;43;0;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-02;26;19320;1530;50;43;0;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-03;26;19320;1566;36;43;0;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-04;27;19320;1566;0;44;1;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-05;27;19320;1566;0;44;0;;;0
Sul;SC;Papanduva;42;421220;42012;PLANALTO NORTE;2021-07-06;27;19320;1593;27;44;0;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-01;26;3437;80;1;5;0;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-02;26;3437;80;0;5;0;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-03;26;3437;82;2;5;0;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-04;27;3437;83;1;6;1;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-05;27;3437;84;1;6;0;;;0
Sul;SC;Paraíso;42;421223;42001;EXTREMO OESTE;2021-07-06;27;3437;85;1;6;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-01;26;8823;1201;6;23;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-02;26;8823;1203;2;23;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-03;26;8823;1208;5;23;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-04;27;8823;1213;5;23;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-05;27;8823;1221;8;23;0;;;0
Sul;SC;Passo de Torres;42;421225;42014;EXTREMO SUL CATARINENSE;2021-07-06;27;8823;1223;2;24;1;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-01;26;4147;319;2;12;0;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-02;26;4147;319;0;12;0;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-03;26;4147;319;0;12;0;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-04;27;4147;319;0;12;0;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-05;27;4147;319;0;12;0;;;0
Sul;SC;Passos Maia;42;421227;42003;XANXERE;2021-07-06;27;4147;319;0;12;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-01;26;7494;1265;0;14;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-02;26;7494;1269;4;14;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-03;26;7494;1269;0;14;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-04;27;7494;1272;3;14;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-05;27;7494;1272;0;14;0;;;0
Sul;SC;Paulo Lopes;42;421230;42007;GRANDE FLORIANOPOLIS;2021-07-06;27;7494;1274;2;14;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-01;26;3976;702;2;22;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-02;26;3976;704;2;22;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-03;26;3976;704;0;22;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-04;27;3976;704;0;22;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-05;27;3976;704;0;22;0;;;0
Sul;SC;Pedras Grandes;42;421240;42016;LAGUNA;2021-07-06;27;3976;704;0;22;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-01;26;32531;5240;20;85;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-02;26;32531;5259;19;85;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-03;26;32531;5271;12;85;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-04;27;32531;5271;0;85;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-05;27;32531;5293;22;85;0;;;0
Sul;SC;Penha;42;421250;42005;FOZ DO RIO ITAJAI;2021-07-06;27;32531;5326;33;85;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-01;26;2787;426;0;4;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-02;26;2787;426;0;4;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-03;26;2787;426;0;4;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-04;27;2787;426;0;4;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-05;27;2787;426;0;4;0;;;0
Sul;SC;Peritiba;42;421260;42010;ALTO URUGUAI CATARINENSE;2021-07-06;27;2787;426;0;4;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-01;26;10091;1866;13;22;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-02;26;10091;1873;7;22;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-03;26;10091;1873;0;22;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-04;27;10091;1873;0;22;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-05;27;10091;1873;0;22;0;;;0
Sul;SC;Pescaria Brava;42;421265;42016;LAGUNA;2021-07-06;27;10091;1899;26;22;0;;;0
Sul;SC;Petrolândia;42;421270;42004;ALTO VALE DO ITAJAI;2021-07-01;26;5937;727;0;25;0;;;0
Sul;SC;Petrolândia;42;421270;42004;ALTO VALE DO ITAJAI;2021-07-02;26;5937;729;2;25;0;;;0
Sul;SC;Petrolândia;42;421270;42004;ALTO VALE DO ITAJAI;2021-07-03;26;5937;729;0;25;0;;;0
